Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;ЗаказОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000020715;AE-1500WHX-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-1500WHX-3A;5;4690;Casio (Япония);AE-1500WHX-3A.jpg;0;1;1;1;0;1;1;0;есть;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;54;;;;;;Органическое;Япония;;есть;;;Кварцевый;есть;;;;;;;есть;Цифровой;;4690;
00054663064;AE-2000W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2000W-1A;5;5790;Casio (Япония);AE-2000W-1A.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;5790;
Ц0000010476;AE-2000W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2000W-1B;2;5790;Casio (Япония);AE-2000W-1B.jpg;0;0;0;1;0;0;1;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;5790;
Д0000000025;AE-2000WD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2000WD-1A;4;5990;Casio (Япония);AE-2000WD-1A.jpg;0;1;1;1;0;1;0;0;;;;Стальной;;;WR 200m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;5990;
Ц0000006250;AE-2100W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2100W-1A;1;4890;Casio (Япония);AE-2100W-1A.jpg;0;0;0;1;0;0;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4890;
Ц0000006251;AE-2100W-4A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-2100W-4A;1;4890;Casio (Япония);AE-2100W-4a.jpg;0;1;0;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 200m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4890;
Ц0000009255;AE-3000W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-3000W-1A;5;4990;Casio (Япония);AE-3000W-1A.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;57;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;4990;
Ц0000009256;AE-3000W-9A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-3000W-9A;1;5450;Casio (Япония);AE-3000W-9A.jpg;0;1;0;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;57;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;5450;
Ц0000009257;AE-3000WD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AE-3000WD-1A;3;5690;Casio (Япония);AE-3000WD-1A.jpg;0;0;0;1;0;1;1;0;;;;Стальной;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;5690;
Ц0000008210;AEQ-100W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-100W-1A;5;5390;Casio (Япония);AEQ-100W-1A.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5390;
Ц0000020901;AEQ-100W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-100W-1B;2;5390;Casio (Япония);AEQ-100W-1B.jpg;0;1;0;0;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;48;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Комбинированный;;5390;
Ц0000007893;AEQ-110BW-9A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110BW-9A;2;6250;Casio (Япония);AEQ-110BW-9A.jpg;0;0;0;1;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Комбинированный;;6250;
Ц0000007894;AEQ-110W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-1A;4;5590;Casio (Япония);AEQ-110W-1A.jpg;0;1;1;1;0;0;1;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000021264;AEQ-110W-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-1A3;2;5590;Casio (Япония);AEQ-110W-1A3.jpg;0;0;0;1;0;1;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;есть;;Мужские;;48;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000010516;AEQ-110W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-1B;4;5590;Casio (Япония);AEQ-110W-1B.jpg;0;1;1;1;0;1;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Комбинированный;;5590;
Ц0000007895;AEQ-110W-2A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-2A;5;5590;Casio (Япония);AEQ-110W-2A.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000014166;AEQ-110W-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-110W-3A;5;5590;Casio (Япония);AEQ-110W-3A.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;5590;
Ц0000020214;AEQ-120W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-120W-1A;5;5990;Casio (Япония);AEQ-120W-1A .jpg;0;1;1;1;0;1;1;0;;;;Полиуретановый;;;WR 100m;;;;;;Пластик;;;;Мужские;;53;;;;;;Органическое;Япония;;;;;Кварцевый;есть;;Круг;;;;;есть;Цифровой;;5990;
Ц0000020215;AEQ-120W-2A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-120W-2A;4;5990;Casio (Япония);AEQ-120W-2A.jpg;0;1;0;1;0;1;1;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;53;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;есть;Комбинированный;;5990;
Ц0000020829;AEQ-120W-9A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-120W-9A;3;5990;Casio (Япония);AEQ-120W-9A.jpg;0;1;0;0;0;1;1;0;;;;Полиуретановый;;;WR 100m;;;;;;Пластик;;;;Мужские;;53;;;;;;Минеральное;Япония;;;;;Кварцевый;;;;;;;;;Комбинированный;;5990;
Ц0000016272;AEQ-200W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-200W-1A;1;7850;Casio (Япония);AEQ-200W-1A.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;Стандартный;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Цифровой;;7850;
Ц0000021075;AEQ-200W-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AEQ-200W-3A;1;7990;Casio (Япония);AEQ-200W-3A.jpg;0;0;0;0;0;1;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;54;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;7990;
Ц0000011219;AMW-830L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-830L-1A;1;8990;Casio (Япония);AMW-830L-1A.jpg;0;1;0;0;0;0;0;0;;;;Кожаный ремешок;есть;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;8990;
Ц0000020322;AMW-870-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-870-1A;2;8990;Casio (Япония);AMW-870-1A.jpg;0;0;0;1;0;1;0;0;есть;;;Каучуковый;есть;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;8990;
Ц0000020346;AMW-880-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-880-1A;5;9690;Casio (Япония);AMW-880-1A.jpg;0;1;1;1;0;1;1;0;;;;Каучуковый;есть;;WR 50m;;;;;;Нержавеющая сталь ;;есть;;Мужские;;47;;есть;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;9690;
Ц0000020347;AMW-880D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AMW-880D-1A;0;9590;Casio (Япония);AMW-880D-1A.jpg;0;0;0;0;0;0;0;0;;;;Стальной;есть;;WR 50m;;;;;;Нержавеющая сталь ;;есть;;Мужские;;47;;есть;;;;Минеральное;Япония;Япония;есть;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;9590;
Ц0000001346;AQ-180W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-180W-1B;1;4150;Casio (Япония);AQ-180W-1B.jpg;0;1;0;0;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик, сталь;;есть;;Мужские;;28;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;;;;;Комбинированный;;4150;
00054662162;AQ-180WD-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-180WD-1B;2;5590;Casio (Япония);AQ-180WD-1B.jpg;0;0;0;1;0;0;1;0;;;;Стальной;;;WR 100m;;;;;;Пластик;;есть;;Мужские;;28;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;;;;;Комбинированный;;5590;
Ц0000001308;AQ-180WD-7B Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-180WD-7B;1;5590;Casio (Япония);AQ-180WD-7B.jpg;0;0;1;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Пластик;;есть;;Мужские;;41;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;;;;;Комбинированный;;5590;
СТ000003445;AQ-190W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-190W-1A;1;6590;Casio (Япония);AQ-190W-1A(1).jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;50;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;6590;
СТ000006274;AQ-190WD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-190WD-1A;1;6690;Casio (Япония);AQ-190WD-1A.jpg;0;0;0;0;0;1;0;0;;;;Стальной;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;50;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;;;;есть;Комбинированный;;6690;
Ц0000021055;AQ-800E-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-800E-1A;5;5250;Casio (Япония);AQ-800E-1A.jpg;0;1;1;1;0;1;1;0;;;;Стальной;есть;;WR 30m;;;;;;Пластик, сталь;;;;Мужские;;41;;;;;;Органическое;Япония;;;;;Кварцевый;;;Прямоугольник;;;;;есть;Комбинированный;;5250;
СТ000001223;AQ-S800W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S800W-1B;1;7390;Casio (Япония);AQ-S800W-1B.jpg;0;0;0;0;0;0;1;0;;;;Пластиковый;есть;;WR 100m;;Солнечная батарея;;есть;;Пластик;;есть;;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;7390;
СТ000005554;AQ-S810W-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810W-1A;4;7790;Casio (Япония);aq-s810w-1a.jpg;0;1;0;1;0;1;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;есть;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;;;;;Комбинированный;;7790;
Ц0000001652;AQ-S810W-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810W-1A2;3;7790;Casio (Япония);AQ-S810W-1A2.jpg;0;0;1;1;0;0;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;есть;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;7790;
Ц0000021077;AQ-S810W-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810W-1A3;3;7790;Casio (Япония);AQ-S810W-1A3.jpg;0;0;0;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;7790;
Ц0000003918;AQ-S810W-1B Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810W-1B;5;7790;Casio (Япония);AQ-S810W-1B.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;7790;
СТ000008116;AQ-S810W-2A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810W-2A;3;7790;Casio (Япония);AQ-S810W-2A.jpg;0;0;1;0;0;1;1;0;;;;Пластиковый;есть;есть;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;7790;
СТ000006791;AQ-S810W-3A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810W-3A;5;7990;Casio (Япония);AQ-S810W-3A.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;7990;
СТ000007629;AQ-S810W-8A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810W-8A;3;7790;Casio (Япония);AQ-S810W-8A.jpg;0;1;0;1;0;0;1;0;;;;Пластиковый;есть;;WR 100m;;Солнечная батарея;;есть;;Пластик;;есть;;Мужские;;52;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;есть;Комбинированный;;7790;
Ц0000003254;AQ-S810WC-4A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810WC-4A;1;7390;Casio (Япония);AQ-S810WC-4A.jpg;0;0;0;0;0;1;0;0;;;;Пластиковый;есть;есть;WR 100m;;;;есть;;Пластик;;есть;;Мужские;;Стандартный;;;;;есть;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;7390;
СТ000006792;AQ-S810WC-7A Casio;ЧАСЫ/Наручные/Casio (Япония);AQ-S810WC-7A;5;7390;Casio (Япония);AQ-S810WC-7A .jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7390;
Ц0000002379;AQF-100W-7В Casio;ЧАСЫ/Наручные/Casio (Япония);AQF-100W-7В;1;3990;Casio (Япония);AQF-100W-7В.jpg;0;1;0;0;0;0;0;0;;;;Пластиковый;есть;;WR 100m;;;;;;Пластик;;есть;есть;Мужские;;43;;;;;;Органическое;Япония;;есть;;есть;Кварцевый;;;Круг;;есть;;;;Комбинированный;;3990;
00054662048;AQF-102WD-1В Casio;ЧАСЫ/Наручные/Casio (Япония);AQF-102WD-1В;1;5990;Casio (Япония);AQF-102WD-1В.jpg;0;0;1;0;0;0;0;0;;;;Стальной;есть;;WR 100m;;;;;;Пластик;;есть;;Мужские;;43;;;;;;Органическое;Япония;;есть;;есть;Кварцевый;;;Круг;;есть;;;;Комбинированный;;5990;
00054662049;AQW-100-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AQW-100-1A;1;5990;Casio (Япония);AQW-100-1A.jpg;0;0;0;1;0;0;0;0;;;;Пластиковый;есть;;WR 200m;;;есть;;;Пластик;;;есть;Мужские;;48;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;5990;
00054660919;AW-590-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AW-590-1A;1;10990;Casio (Япония);AW-590-1A.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;есть;;WR 200m;;;;;;Пластик;;есть;;Мужские;;28;;;;;;Органическое;Япония;;;;;Кварцевый;есть;;Круг;;есть;;;;Комбинированный;;10990;
СТ000000987;AW-80-1A Casio;ЧАСЫ/Наручные/Casio (Япония);AW-80-1A;3;3490;Casio (Япония);AW-80-1A.jpg;0;1;1;0;0;1;0;0;есть;;;Пластиковый;есть;;WR 50m;;;;;;Пластик;;есть;;Мужские;;33;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;;;;;Комбинированный;;3490;
СТ000001225;AW-80-4B Casio;ЧАСЫ/Наручные/Casio (Япония);AW-80-4B;1;3490;Casio (Япония);AW-80-4B.jpg;0;0;0;0;0;0;1;0;есть;;;Пластиковый;есть;;WR 50m;;;;;;Пластик;;есть;;Мужские;;47;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Комбинированный;;3490;
Д0000001060;AW-80-7A Casio;ЧАСЫ/Наручные/Casio (Япония);AW-80-7A;3;3490;Casio (Япония);AW-80-7A.jpg;0;1;1;1;0;0;0;0;есть;;;Пластиковый;есть;;WR 50m;;;;;;Пластик;;есть;;Мужские;;40;;;;;;Органическое;Япония;;есть;;;Кварцевый;;;Круг;;;;;;Комбинированный;;3490;
